Record ID,Property Address,Deal Type,Review Date ( AEST ),Unit Number(s),Street Number,Street Name,Suburb Name,State,Why this property?,Google Map,Bed (Primary),Bed (Secondary),Bath (Primary),Bath (Secondary),Land Size,Title,Body corp $ (per quarter),Garage (Primary),Garage (Secondary),Car-port (Primary),Car-port (Secondary),Car-space (Secondary),Car-space (Primary),Zoning,Flood,Bushfire,Mining,Other (Overlay),Special Infrastructure,Due Diligence Acceptance,Asking,Created At ( AEST ),Updated At ( AEST ),folder_link
"6a2fb00b31c8a433e7dd4ebd","Lot 1423, Harlowe Estate Huntly vic 3551","01 H&L Comms","","","179","Harlowe Estate","Huntly","VIC","Strong Capital Growth - Huntly has experienced robust capital growth fueled by its expanding urban development and proximity to Bendigo.  \nTight Rental Market - The Greater Bendigo region, including Huntly, maintains low rental vacancy rates, indicating strong and sustained tenant demand.  \nInfrastructure Development - Significant upgrades in transport and community infrastructure are underway, boosting Huntly’s investment appeal.  \nAffordability Advantage - Huntly offers more affordable entry points than central Bendigo, enhancing potential for capital appreciation.  \nHigh Rental Yield - Rental properties in Huntly yield above-average returns due to competitive pricing and high occupancy rates.  \nTransport Connectivity - Improved road and public transport links make Huntly an accessible and attractive option for tenants.  \nPopulation Growth - Huntly is experiencing rapid population growth as part of Greater Bendigo's expansion, driving increased demand for housing.","https://www.google.com/maps/place/Harlowe+Estate/@-36.6582915,144.3485138,904m/data=!3m1!1e3!4m15!1m8!3m7!1s0x6ad9e15f3a327f35:0x3725b964f5c9822d!2s197+Sawmill+Rd,+Huntly+VIC+3551!3b1!8m2!3d-36.6595868!4d144.352859!16s%2Fg%2F11srljqdt3!3m5!1s0x6ad9e14fd21bc923:0xc6be750bc9e801a4!8m2!3d-36.6594343!4d144.3514094!16s%2Fg%2F11rv18s9z1?entry=ttu&g_ep=EgoyMDI2MDYxMC4wIKXMDSoASAFQAw%3D%3D","3","","2","","211","Individual","","1","","","","","","GRZ (GENERAL RESIDENTIAL ZONE)","No","Yes","No","No","No","Yes","","Jun 15 2026 05:55 PM","Jun 17 2026 05:23 PM","https://drive.google.com/drive/folders/1AsLL-W9nZJxlGzSDQMn2J1bQCH2AyndJ"
"6a2fb0093ea5b3be1362f749","Lot 1422, Harlowe Estate Huntly vic 3551","01 H&L Comms","","","179","Harlowe Estate","Huntly","VIC","Strong Capital Growth - Huntly has experienced robust capital growth fueled by its expanding urban development and proximity to Bendigo.  \nTight Rental Market - The Greater Bendigo region, including Huntly, maintains low rental vacancy rates, indicating strong and sustained tenant demand.  \nInfrastructure Development - Significant upgrades in transport and community infrastructure are underway, boosting Huntly’s investment appeal.  \nAffordability Advantage - Huntly offers more affordable entry points than central Bendigo, enhancing potential for capital appreciation.  \nHigh Rental Yield - Rental properties in Huntly yield above-average returns due to competitive pricing and high occupancy rates.  \nTransport Connectivity - Improved road and public transport links make Huntly an accessible and attractive option for tenants.  \nPopulation Growth - Huntly is experiencing rapid population growth as part of Greater Bendigo's expansion, driving increased demand for housing.","https://www.google.com/maps/place/Harlowe+Estate/@-36.6582915,144.3485138,904m/data=!3m1!1e3!4m15!1m8!3m7!1s0x6ad9e15f3a327f35:0x3725b964f5c9822d!2s197+Sawmill+Rd,+Huntly+VIC+3551!3b1!8m2!3d-36.6595868!4d144.352859!16s%2Fg%2F11srljqdt3!3m5!1s0x6ad9e14fd21bc923:0xc6be750bc9e801a4!8m2!3d-36.6594343!4d144.3514094!16s%2Fg%2F11rv18s9z1?entry=ttu&g_ep=EgoyMDI2MDYxMC4wIKXMDSoASAFQAw%3D%3D","3","","2","","213","Individual","","1","","","","","","GRZ (GENERAL RESIDENTIAL ZONE)","No","Yes","No","No","No","Yes","","Jun 15 2026 05:55 PM","Jun 17 2026 05:13 PM","https://drive.google.com/drive/folders/1AsLL-W9nZJxlGzSDQMn2J1bQCH2AyndJ"
"6a2fa0dc64f3497dc0df9d18","Lot 150, Units 1,2, SUNNY Dr, Singleton Singleton WA 6175","01 H&L Comms","","1,2","SUNNY","Dr, Singleton","Singleton","WA","Strong Capital Growth - Singleton's recent surge in property prices indicates promising capital growth potential, enhanced by its coastal location and burgeoning community.  \nHigh Rental Demand - With a combination of beachside living and suburban amenities, Singleton experiences robust tenant interest, minimizing vacancy risks.  \nInfrastructure Expansion - Planned infrastructure developments in the City of Rockingham are set to improve connectivity and boost property values in Singleton.  \nCompetitive Pricing - Singleton offers more affordable property options compared to neighbouring coastal suburbs, enhancing its attractiveness for investors seeking capital appreciation.  \nSolid Rental Yields - The suburb's rental yields are competitive, bolstered by high demand from families and professionals seeking coastal lifestyles.  \nProximity to Employment Hubs - Close access to key employment centers in Rockingham and beyond ensures a steady supply of potential tenants.  \nPopulation Growth - The area is witnessing significant population growth, driven by lifestyle appeal and local amenities, further driving demand for housing.","https://maps.app.goo.gl/yAiwXCg2Xz5MVsXv9","3","2","2","1","342","Green","","2","0","","","","","Development","No","Yes","No","No","No","Yes","","Jun 15 2026 04:51 PM","Jun 15 2026 05:08 PM","https://drive.google.com/drive/folders/1mtS9DTpH28HyJYsQ20i1bfj3TNTFdNk9"
"6a2fa09557263df79f123d6d","Lot 80, Units 1-2, 94 Innes Park Rd Innes Park QLD 4670","01 H&L Comms","","1-2","94","Innes Park Rd","Innes Park","QLD","Strong Capital Growth - Innes Park has demonstrated robust capital growth, supported by its coastal location and increasing buyer interest.  \nTight Rental Market - With low vacancy rates in Bundaberg Regional, Innes Park benefits from strong tenant demand and limited rental supply.  \nInfrastructure Development - Ongoing infrastructure projects in the Bundaberg area enhance Innes Park’s attractiveness as a long-term investment destination.  \nAffordable Entry Point - Innes Park offers competitive pricing compared to nearby coastal hotspots, providing potential for significant appreciation.  \nAttractive Rental Yields - Investors can capitalize on higher-than-average rental yields due to sustained tenant interest and limited housing stock.  \nProximity to Amenities - The suburb's proximity to key amenities such as schools, shops, and parks increases its appeal to both tenants and buyers.  \nGrowing Population - The Bundaberg region’s population growth fuels continuous demand for housing, bolstering Innes Park's investment prospects.","https://www.google.com/maps/search/?api=1&query=94%20INNES%20PARK%20RD%2C%20INNES%20PARK%20QLD%204670","4","4","2","2","800","Torrens","","1","1","","","","","LDR (Low density residential)","Yes","No","No","No","No","Yes","","Jun 15 2026 04:49 PM","Jun 26 2026 01:02 PM","https://drive.google.com/drive/folders/1Am3rw2bf6Rupk2SMUaVQJ8tu5-L3nC1s"
"6a2f91f1c04a56590cf3be03","14 Ferguson Cr West Gladstone QLD 4680","05 Established","","","14","Ferguson Cr","West Gladstone","QLD","Strong Capital Growth - West Gladstone has exhibited noteworthy capital growth due to its strategic location within the evolving Gladstone Regional area.  \nInfrastructure Development - Ongoing investments in local infrastructure, including transport and community projects, are likely to enhance property values.  \nAffordability - West Gladstone offers more affordable property options compared to neighboring areas, presenting strong potential for future appreciation.  \nSolid Rental Yield - Investors can benefit from competitive rental yields, which are bolstered by the high demand for rental accommodations.  \nTransport Accessibility - The suburb benefits from excellent connectivity to major highways and public transport, increasing its attractiveness for tenants.  \nEconomic and Population Growth - The Gladstone Regional area is experiencing sustained economic and population growth, driving increased demand for housing.","https://www.google.com/maps/search/?api=1&query=14%20Ferguson%20Crescent%2C%20West%20Gladstone%2C%20Qld%204680","3","","1","","607","Torrens","","0","","1","","","","Residential","No","No","No","No","No","Yes","On-market","Jun 15 2026 03:47 PM","Jun 18 2026 04:42 PM","https://drive.google.com/drive/folders/1LSFOk5znPmlQnmgYuZ4_psLR6oHENlxn"
"6a2f8404be9d0d5163a4a8d9","32 Stoke St Ravenswood TAS 7250","05 Established","","","32","Stoke St","Ravenswood","TAS","Strong Capital Growth - Ravenswood has demonstrated robust capital growth due to its strategic location within Launceston and ongoing urban renewal initiatives.  \nLow Vacancy Rates - The rental vacancy rate in Ravenswood remains low, underscoring high tenant demand and rental stability.  \nInfrastructure Development - Significant infrastructure projects in Launceston are set to boost Ravenswood's connectivity and desirability.  \nAffordable Entry Point - With property prices lower than neighboring suburbs, Ravenswood offers investors an attractive entry price with substantial upside potential.  \nProximity to Amenities - Close to essential services, shopping centers, and educational institutions, Ravenswood appeals to a broad tenant base.  \nGrowing Population - Launceston's population growth is spilling into Ravenswood, increasing demand for housing and enhancing investment prospects.","https://www.google.com/maps/search/?api=1&query=32%20Stoke%20Street%2C%20Ravenswood%2C%20Tas%207250","3","","1","","731","Torrens","","1","","","","","","8 (General Residential)","No","No","No","No","No","Yes","On-market","Jun 15 2026 02:48 PM","Jun 15 2026 02:49 PM","https://drive.google.com/drive/folders/1AUkhEUsbYzqymJxg844ghQZL7xvxBu56"
"6a2f46d95fd83a238ee0d73d","Lot 342, Units A-B, 6 Osborne Cct Maroochydore QLD 4558","01 H&L Comms","","A-B","6","Osborne Cct","Maroochydore","QLD","Strong Capital Growth - Maroochydore has demonstrated consistent capital growth due to its central location and ongoing urban development initiatives.  \nTight Rental Market - The area experiences rental vacancy rates below 1%, indicating high tenant demand and stable occupancy for investors.  \nInfrastructure Expansion - Significant investments in transport and commercial infrastructure are enhancing Maroochydore's long-term growth prospects.  \nAffordability Advantage - Maroochydore offers competitive pricing compared to nearby beachside suburbs, presenting favorable entry points for investors.  \nRobust Rental Yields - Rental yields in Maroochydore are above regional averages, driven by strong demand and limited supply.  \nTransport Connectivity - The suburb benefits from excellent transport links, including proximity to the Sunshine Motorway and public transit options.  \nPopulation Growth - The Sunshine Coast region, including Maroochydore, is experiencing rapid population growth, increasing the demand for housing and rental properties.","https://www.google.com/maps/search/?api=1&query=6%20osborne%20circuit%20maroochydore","4","3","2","1.5","345","Torrens","","1","1","","","","","Emerging Community Zone","No","No","No","No","No","Yes","","Jun 15 2026 10:27 AM","Jun 15 2026 10:33 AM","https://drive.google.com/drive/folders/1Oe7pM1blXxHp9Yo-OqzqoIM77973M4g5"
"6a2ba409fb5dd1e643e7a869","Lot 9, 28 Daniel St Elizabeth Park SA 5113","01 H&L Comms","","","28","Daniel St","Elizabeth Park","SA","Strong Capital Growth Potential - Elizabeth Park is witnessing rising property values due to ongoing urban development and revitalization efforts in the City of Playford.  \nLow Vacancy Rates - The suburb benefits from a highly competitive rental market with vacancy rates consistently below the regional average.  \nAffordable Entry Point - Investors can access Elizabeth Park at a more affordable price compared to neighboring suburbs, offering significant upside potential.  \nInfrastructure Developments - Planned upgrades to local roadways and community facilities promise to enhance the area's attractiveness and connectivity.  \nRobust Rental Yield - Current rental yields are favorable, driven by steady demand from a diverse tenant base.  \nProximity to Employment Hubs - Close to major industrial and commercial centers, Elizabeth Park appeals to renters seeking convenient access to employment opportunities.  \nPopulation Growth - The suburb is experiencing population growth spurred by its appealing lifestyle and employment prospects, increasing demand for housing.","https://www.google.com/maps/search/?api=1&query=28%20Daniel%20St%2C%20Elizabeth%20Park%20SA%205113","3","","2","","307.30","Torrens","","1","","","","","","GN (General Neighbourhood)","Yes","No","No","No","No","Yes","","Jun 12 2026 04:15 PM","Jun 12 2026 04:38 PM","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a2ba404ec66ad472137a235","Lot 8, 28 Daniel St Elizabeth Park SA 5113","01 H&L Comms","","","28","Daniel St","Elizabeth Park","SA","Strong Capital Growth Potential - Elizabeth Park is witnessing rising property values due to ongoing urban development and revitalization efforts in the City of Playford.  \nLow Vacancy Rates - The suburb benefits from a highly competitive rental market with vacancy rates consistently below the regional average.  \nAffordable Entry Point - Investors can access Elizabeth Park at a more affordable price compared to neighboring suburbs, offering significant upside potential.  \nInfrastructure Developments - Planned upgrades to local roadways and community facilities promise to enhance the area's attractiveness and connectivity.  \nRobust Rental Yield - Current rental yields are favorable, driven by steady demand from a diverse tenant base.  \nProximity to Employment Hubs - Close to major industrial and commercial centers, Elizabeth Park appeals to renters seeking convenient access to employment opportunities.  \nPopulation Growth - The suburb is experiencing population growth spurred by its appealing lifestyle and employment prospects, increasing demand for housing.","https://www.google.com/maps/search/?api=1&query=28%20Daniel%20St%2C%20Elizabeth%20Park%20SA%205113","3","","2","","295.58","Torrens","","1","","","","","","GN (General Neighbourhood)","Yes","No","No","No","No","Yes","","Jun 12 2026 04:15 PM","Jun 12 2026 04:38 PM","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a2ba4014d6a611f2b9482a3","Lot 7, 28 Daniel St Elizabeth Park SA 5113","01 H&L Comms","","","28","Daniel St","Elizabeth Park","SA","Strong Capital Growth Potential - Elizabeth Park is witnessing rising property values due to ongoing urban development and revitalization efforts in the City of Playford.  \nLow Vacancy Rates - The suburb benefits from a highly competitive rental market with vacancy rates consistently below the regional average.  \nAffordable Entry Point - Investors can access Elizabeth Park at a more affordable price compared to neighboring suburbs, offering significant upside potential.  \nInfrastructure Developments - Planned upgrades to local roadways and community facilities promise to enhance the area's attractiveness and connectivity.  \nRobust Rental Yield - Current rental yields are favorable, driven by steady demand from a diverse tenant base.  \nProximity to Employment Hubs - Close to major industrial and commercial centers, Elizabeth Park appeals to renters seeking convenient access to employment opportunities.  \nPopulation Growth - The suburb is experiencing population growth spurred by its appealing lifestyle and employment prospects, increasing demand for housing.","https://www.google.com/maps/search/?api=1&query=28%20Daniel%20St%2C%20Elizabeth%20Park%20SA%205113","3","","2","","281.25","Torrens","","1","","","","","","GN (General Neighbourhood)","Yes","No","No","No","No","Yes","","Jun 12 2026 04:15 PM","Jun 19 2026 11:27 AM","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a2ba3fe0f6ce56997aa0feb","Lot 6, 28 Daniel St Elizabeth Park SA 5113","01 H&L Comms","","","28","Daniel St","Elizabeth Park","SA","Strong Capital Growth Potential - Elizabeth Park is witnessing rising property values due to ongoing urban development and revitalization efforts in the City of Playford.  \nLow Vacancy Rates - The suburb benefits from a highly competitive rental market with vacancy rates consistently below the regional average.  \nAffordable Entry Point - Investors can access Elizabeth Park at a more affordable price compared to neighboring suburbs, offering significant upside potential.  \nInfrastructure Developments - Planned upgrades to local roadways and community facilities promise to enhance the area's attractiveness and connectivity.  \nRobust Rental Yield - Current rental yields are favorable, driven by steady demand from a diverse tenant base.  \nProximity to Employment Hubs - Close to major industrial and commercial centers, Elizabeth Park appeals to renters seeking convenient access to employment opportunities.  \nPopulation Growth - The suburb is experiencing population growth spurred by its appealing lifestyle and employment prospects, increasing demand for housing.","https://www.google.com/maps/search/?api=1&query=28%20Daniel%20St%2C%20Elizabeth%20Park%20SA%205113","3","","2","","212.98","Torrens","","1","","","","","","GN (General Neighbourhood)","Yes","No","No","No","No","Yes","","Jun 12 2026 04:15 PM","Jun 12 2026 04:39 PM","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a2ba3fbb0d663d25652d1d5","Lot 5, 28 Daniel St Elizabeth Park SA 5113","01 H&L Comms","","","28","Daniel St","Elizabeth Park","SA","Strong Capital Growth Potential - Elizabeth Park is witnessing rising property values due to ongoing urban development and revitalization efforts in the City of Playford.  \nLow Vacancy Rates - The suburb benefits from a highly competitive rental market with vacancy rates consistently below the regional average.  \nAffordable Entry Point - Investors can access Elizabeth Park at a more affordable price compared to neighboring suburbs, offering significant upside potential.  \nInfrastructure Developments - Planned upgrades to local roadways and community facilities promise to enhance the area's attractiveness and connectivity.  \nRobust Rental Yield - Current rental yields are favorable, driven by steady demand from a diverse tenant base.  \nProximity to Employment Hubs - Close to major industrial and commercial centers, Elizabeth Park appeals to renters seeking convenient access to employment opportunities.  \nPopulation Growth - The suburb is experiencing population growth spurred by its appealing lifestyle and employment prospects, increasing demand for housing.","https://www.google.com/maps/search/?api=1&query=28%20Daniel%20St%2C%20Elizabeth%20Park%20SA%205113","3","","2","","260.86","Torrens","","2","","","","","","GN (General Neighbourhood)","Yes","No","No","No","No","Yes","","Jun 12 2026 04:15 PM","Jun 12 2026 04:39 PM","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a2ba3f7ccef5f3aaad6649c","Lot 4, 28 Daniel St Elizabeth Park SA 5113","01 H&L Comms","","","28","Daniel St","Elizabeth Park","SA","Strong Capital Growth Potential - Elizabeth Park is witnessing rising property values due to ongoing urban development and revitalization efforts in the City of Playford.  \nLow Vacancy Rates - The suburb benefits from a highly competitive rental market with vacancy rates consistently below the regional average.  \nAffordable Entry Point - Investors can access Elizabeth Park at a more affordable price compared to neighboring suburbs, offering significant upside potential.  \nInfrastructure Developments - Planned upgrades to local roadways and community facilities promise to enhance the area's attractiveness and connectivity.  \nRobust Rental Yield - Current rental yields are favorable, driven by steady demand from a diverse tenant base.  \nProximity to Employment Hubs - Close to major industrial and commercial centers, Elizabeth Park appeals to renters seeking convenient access to employment opportunities.  \nPopulation Growth - The suburb is experiencing population growth spurred by its appealing lifestyle and employment prospects, increasing demand for housing.","https://www.google.com/maps/search/?api=1&query=28%20Daniel%20St%2C%20Elizabeth%20Park%20SA%205113","3","","2","","276.26","Torrens","","2","","","","","","GN (General Neighbourhood)","Yes","No","No","No","No","Yes","","Jun 12 2026 04:15 PM","Jun 12 2026 04:40 PM","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a2ba3f34d6a61478e9481a4","Lot 3, 28 Daniel St Elizabeth Park SA 5113","01 H&L Comms","","","28","Daniel St","Elizabeth Park","SA","Strong Capital Growth Potential - Elizabeth Park is witnessing rising property values due to ongoing urban development and revitalization efforts in the City of Playford.  \nLow Vacancy Rates - The suburb benefits from a highly competitive rental market with vacancy rates consistently below the regional average.  \nAffordable Entry Point - Investors can access Elizabeth Park at a more affordable price compared to neighboring suburbs, offering significant upside potential.  \nInfrastructure Developments - Planned upgrades to local roadways and community facilities promise to enhance the area's attractiveness and connectivity.  \nRobust Rental Yield - Current rental yields are favorable, driven by steady demand from a diverse tenant base.  \nProximity to Employment Hubs - Close to major industrial and commercial centers, Elizabeth Park appeals to renters seeking convenient access to employment opportunities.  \nPopulation Growth - The suburb is experiencing population growth spurred by its appealing lifestyle and employment prospects, increasing demand for housing.","https://www.google.com/maps/search/?api=1&query=28%20Daniel%20St%2C%20Elizabeth%20Park%20SA%205113","3","","2","","214.02","Torrens","","1","","","","","","GN (General Neighbourhood)","Yes","No","No","No","No","Yes","","Jun 12 2026 04:15 PM","Jun 12 2026 04:40 PM","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a2ba3ef0f6ce51e59aa0fb1","Lot 2, 28 Daniel St Elizabeth Park SA 5113","01 H&L Comms","","","28","Daniel St","Elizabeth Park","SA","Strong Capital Growth Potential - Elizabeth Park is witnessing rising property values due to ongoing urban development and revitalization efforts in the City of Playford.  \nLow Vacancy Rates - The suburb benefits from a highly competitive rental market with vacancy rates consistently below the regional average.  \nAffordable Entry Point - Investors can access Elizabeth Park at a more affordable price compared to neighboring suburbs, offering significant upside potential.  \nInfrastructure Developments - Planned upgrades to local roadways and community facilities promise to enhance the area's attractiveness and connectivity.  \nRobust Rental Yield - Current rental yields are favorable, driven by steady demand from a diverse tenant base.  \nProximity to Employment Hubs - Close to major industrial and commercial centers, Elizabeth Park appeals to renters seeking convenient access to employment opportunities.  \nPopulation Growth - The suburb is experiencing population growth spurred by its appealing lifestyle and employment prospects, increasing demand for housing.","https://www.google.com/maps/search/?api=1&query=28%20Daniel%20St%2C%20Elizabeth%20Park%20SA%205113","3","","2","","211.33","Torrens","","1","","","","","","GN (General Neighbourhood)","Yes","No","No","No","No","Yes","","Jun 12 2026 04:15 PM","Jun 12 2026 04:40 PM","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a2ba3ecec66ad74d537a152","Lot 1, 28 Daniel St Elizabeth Park SA 5113","01 H&L Comms","","","28","Daniel St","Elizabeth Park","SA","Strong Capital Growth Potential - Elizabeth Park is witnessing rising property values due to ongoing urban development and revitalization efforts in the City of Playford.  \nLow Vacancy Rates - The suburb benefits from a highly competitive rental market with vacancy rates consistently below the regional average.  \nAffordable Entry Point - Investors can access Elizabeth Park at a more affordable price compared to neighboring suburbs, offering significant upside potential.  \nInfrastructure Developments - Planned upgrades to local roadways and community facilities promise to enhance the area's attractiveness and connectivity.  \nRobust Rental Yield - Current rental yields are favorable, driven by steady demand from a diverse tenant base.  \nProximity to Employment Hubs - Close to major industrial and commercial centers, Elizabeth Park appeals to renters seeking convenient access to employment opportunities.  \nPopulation Growth - The suburb is experiencing population growth spurred by its appealing lifestyle and employment prospects, increasing demand for housing.","https://www.google.com/maps/search/?api=1&query=28%20Daniel%20St%2C%20Elizabeth%20Park%20SA%205113","3","","2","","232.91","Torrens","","1","","","","","","GN (General Neighbourhood)","Yes","No","No","No","No","Yes","","Jun 12 2026 04:15 PM","Jun 24 2026 05:08 PM","https://drive.google.com/drive/folders/1l9YNDhCvxidLqtyB6OyCPZcR5yFgQgEz"
"6a2b96f1a39c1cc9dc34593e","45 Payne St Millbank QLD 4670","05 Established","","","45","Payne St","Millbank","QLD","Strong Capital Growth - Millbank has demonstrated consistent capital growth due to its strategic location within Bundaberg Regional and increasing demand for suburban living.  \nTight Rental Market - With rental vacancy rates below 1%, Millbank shows strong tenant demand, ensuring minimal downtime between tenancies.  \nInfrastructure Development - Recent investments in local amenities and transport infrastructure are set to enhance the suburb's connectivity and livability.  \nAffordability Advantage - Millbank presents a cost-effective entry point for investors compared to the more expensive coastal areas in the region.  \nAttractive Rental Yields - The suburb offers competitive rental yields, buoyed by high demand from both families and professionals.  \nProximity to Amenities - Close to schools, parks, and shopping centers, Millbank appeals to a wide range of tenants looking for convenience.  \nPopulation Growth - The Bundaberg Regional area is experiencing steady population growth, driving increased demand for housing in Millbank.","https://www.google.com/maps/search/?api=1&query=45%20Payne%20Street%2C%20Millbank%2C%20Qld%204670","3","","1","","647","Torrens","","0","","1","","","","LDR (Low density residential)","No","No","No","No","No","Yes","On-market","Jun 12 2026 03:19 PM","Jun 15 2026 09:03 AM","https://drive.google.com/drive/folders/1vGDMzEgTTFgd_ZzUHRzHZT_uvocPTiRK"
"6a2b82caa39c1cce2333c107","51 Lenthall St Aldershot QLD 4650","05 Established","","","51","Lenthall St","Aldershot","QLD","Strong Capital Growth - Aldershot has experienced steady capital growth due to its strategic location within the Fraser Coast Regional area.  \nTight Rental Market - With rental vacancy rates consistently low, Aldershot presents strong tenant demand and stable rental income potential.  \nInfrastructure Expansion - Ongoing infrastructure projects in the Fraser Coast region promise enhanced connectivity and future property value appreciation.  \nAffordability Advantage - Compared to nearby urban centers, Aldershot offers more affordable property prices with potential for significant capital appreciation.  \nPromising Rental Yields - High tenant demand and low vacancy rates contribute to rental yields that are competitive with regional averages.  \nTransport Connectivity - Proximity to major highways and public transport options increases accessibility, boosting tenant appeal and reducing vacancy risk.  \nPopulation Growth - The Fraser Coast area is experiencing robust population growth, creating increased demand for housing and investment opportunities.","https://www.google.com/maps/search/?api=1&query=51%20Lenthall%20Street%20Aldershot%2C%20QLD%204650","3","","1","","1012","Torrens","","2","","1","","","","LDR (Low Density Residential)","No","No","No","No","No","Yes","On-market","Jun 12 2026 01:53 PM","Jun 12 2026 03:23 PM","https://drive.google.com/drive/folders/1OZcRWroOaF8wivzCDhg7d9VaWuJLIX1a"
"6a2b78da8e4a9a75dab9fa38","115 Maple St Golden Square vic 3555","05 Established","","","115","Maple St","Golden Square","VIC","Strong Capital Growth - Golden Square has demonstrated robust capital growth due to its strategic location within Greater Bendigo City and ongoing urban development.  \nLow Vacancy Rates - The area boasts low rental vacancy rates, reflecting high demand and ensuring consistent rental income for investors.  \nInfrastructure Investment - Significant investment in local infrastructure, including transport and community facilities, enhances property values and attractiveness.  \nAffordability Advantage - Golden Square offers competitive property prices compared to other suburbs in Bendigo, presenting opportunities for higher capital appreciation.  \nHigh Rental Yield - Investors benefit from strong rental yields driven by the suburb's popularity among renters and limited housing supply.  \nTransport Connectivity - The suburb benefits from excellent transport links, including proximity to major highways and public transport, increasing tenant appeal.  \nPopulation Growth - Greater Bendigo City is experiencing steady population growth, boosting housing demand and long-term investment potential in Golden Square.","https://www.google.com/maps/search/?api=1&query=115%20Maple%20Street%2C%20Golden%20Square%2C%20Vic%203555","2","","1","","372","Individual","","0","","1","","","","GRZ (GENERAL RESIDENTIAL ZONE)","No","Yes","No","No","No","Yes","On-market","Jun 12 2026 01:11 PM","Jun 15 2026 04:31 PM","https://drive.google.com/drive/folders/1XP_Vd03JVrVIMtvdTGVjxKGE9G79byOO"
"6a2b6db50f6ce5339aa84f49","151-153 Tarleton East Devonport tas 7310","05 Established","","5","151-153","Tarleton","East Devonport","TAS","Affordable Entry Into Coastal Devonport East Devonport provides a more affordable entry point into the broader Devonport market, appealing to investors seeking exposure to a coastal regional city without paying inner-CBD pricing.\nStrong Tenant Appeal From Daily Convenience The property is close to supermarkets, schools, childcare, beaches, bus access and Devonport CBD services, supporting broad rental appeal for singles, couples, families and local workers.\nEmployment Access Across Devonport And Latrobe East Devonport benefits from proximity to major employment nodes including the Port of Devonport, Devonport Airport, health services in Latrobe and retail/commercial jobs around Devonport CBD.\nTransport And Freight Infrastructure Advantage The suburb is positioned near the Spirit of Tasmania terminal, Bass Highway connections and Devonport Airport, giving the area strategic value for workers, logistics, tourism and regional connectivity.\nHealthcare Access Supports Long-Term Demand Nearby access to Mersey Community Hospital and the wider North West health network supports stable demand from healthcare workers, retirees and tenants prioritising medical services.\nLifestyle Appeal Near Coast And River East Devonport offers access to beaches, the Mersey River, coastal walking areas and open space, creating lifestyle appeal that can help support tenant retention and owner-occupier demand.\nRegional Growth Backed By Devonport LGA Investment</b> Devonport continues to benefit from CBD renewal, port-related activity, tourism infrastructure and regional service growth, which can support long-term housing demand across the LGA.","","2","","1","","118","Strata","0","0","","","","","","8 (General Residential)","No","No","No","No","No","Yes","On-market","Jun 12 2026 12:23 PM","Jun 20 2026 08:58 AM","https://drive.google.com/drive/folders/14_cn_lBqxWorkOqRYVDEN2uxtOQwPZZg"
"6a2b650708ed270e947a7e16","UNIT 3 42 Powell St, South Yarra South Yarra VIC 3141","05 Established","","","UNIT","3 42 Powell St, South Yarra","South Yarra","VIC","Prime Location - South Yarra is a prestigious suburb with a high demand due to its proximity to Melbourne's CBD and vibrant lifestyle amenities.  \nCapital Growth Potential - The suburb has a long history of strong capital appreciation, driven by its desirability and limited land availability.  \nHigh Rental Demand - With consistently low vacancy rates, South Yarra offers investors a reliable rental income stream.  \nInfrastructure Development - Recent and ongoing infrastructure projects, such as improved public transport links, enhance property values.  \nAffluent Demographics - The area's affluent population supports a robust rental market, with tenants willing to pay premium rents.  \nCultural and Lifestyle Hub - South Yarra's rich cultural scene and shopping districts attract a steady flow of both residents and tourists.  \nStrong Economic Indicators - The local economy's strength and employment opportunities in nearby business hubs bolster housing demand.","https://www.google.com/maps/search/?api=1&query=3%2F42%20Powell%20Street%20South%20Yarra%2C%20VIC%203141","1","","1","","0","Strata","925","0","","","","","1","GRZ12 (GENERAL RESIDENTIAL ZONE - SCHEDULE 12)","No","No","No","No","No","Yes","Off-market","Jun 12 2026 11:46 AM","Jun 12 2026 11:51 AM","https://drive.google.com/drive/folders/1W49HHFLnMlKAmRuY9O9Xo8DG8MUQnorZ"
